,id,date,rawContent,cleaned_content
0,1,2022-01-01 23:59:56+00:00,"@usergly Happy new year, gly! 💗",happy new year gly
1,2,2022-01-01 23:58:22+00:00,"Solemnity of the Epiphany of the Lord (@ Christ the King Parish in Quezon City, Metro Manila) https://t.co/25xHRkgnDc",solemnity of the epiphany of the lord christ the king parish in quezon city metro manila
2,3,2022-01-01 23:57:34+00:00,Di naman ako naniniwala sa horoscope pero parang oo na https://t.co/OmOk3MJPzJ,di naman ako naniniwala sa horoscope pero parang oo na
3,4,2022-01-01 23:57:22+00:00,Self reminder https://t.co/v40AwnBIHd,self reminder
4,5,2022-01-01 23:56:13+00:00,Lil’ Papi is serving 🥵,lil papi is serving
5,6,2022-01-01 23:56:12+00:00,Happy New Year from my family to yours. Let’s PUSH even harder this 2022. Cheers everyone. xx 💖 @ BF Homes Parañaque https://t.co/3mOgKEBwb5,happy new year from my family to yours lets push even harder this 2022 cheers everyone xx bf homes parañaque
6,7,2022-01-01 23:55:12+00:00,Dasurb!! https://t.co/osRfw3hbA9,dasurb
7,8,2022-01-01 23:55:07+00:00,tulog dapat ako ngayon eh 🥲,tulog dapat ako ngayon eh
8,9,2022-01-01 23:54:57+00:00,@failedabortionz Uu,uu
9,10,2022-01-01 23:54:52+00:00,Day 1: AM DUTY Internal Medicine 🙏🏻😅,day 1 am duty internal medicine
10,11,2022-01-01 23:52:42+00:00,"Boom panis, amoy lockdown nanaman! https://t.co/djkb5m3yIc",boom panis amoy lockdown nanaman
11,12,2022-01-01 23:52:00+00:00,"@MaestroJunedel Wahaha amoy walang Spiderman.

Tara nuod nalang tayu mula sa torrent? May WebCam torrent na. tiyagain nalang ung umiiyak na baby sa BG at yung mga anino ng tao na dumadaan sa harap. https://t.co/KcIlHuqxeE",wahaha amoy walang spiderman tara nuod nalang tayu mula sa torrent may webcam torrent na tiyagain nalang ung umiiyak na baby sa bg at yung mga anino ng tao na dumadaan sa harap
12,13,2022-01-01 23:51:58+00:00,@KathleenMaeNiu thanks kumarsss!,thanks kumarsss
13,14,2022-01-01 23:50:52+00:00,Akong duha ka Lolo nga pareho kaayog nawng😢,akong duha ka lolo nga pareho kaayog nawng
14,15,2022-01-01 23:50:32+00:00,Happy New Year https://t.co/SFoi989b4N,happy new year
15,16,2022-01-01 23:50:06+00:00,"Get to know @perthppe more! 🖤#ThailandComingXPerth Part 1 now available on youtube. ▶️
#KDPPE #PerthTanapon https://t.co/pl28Kt9VBn",get to know more part 1 now available on youtube
16,17,2022-01-01 23:49:44+00:00,"@rras22 @arthos3 Thanks ma'am. It may seem to be very hard to do. It's like taming a grown up lion or a tiger; but with proper approach and persuasion with facts, we might be able to do it. If every kakampink will be able to convert even just one BBMS each, it will mean a lot to Leni's campaign.",thanks maam it may seem to be very hard to do its like taming a grown up lion or a tiger but with proper approach and persuasion with facts we might be able to do it if every kakampink will be able to convert even just one bbms each it will mean a lot to lenis campaign
17,18,2022-01-01 23:48:50+00:00,he’s everything im insecure about,hes everything im insecure about
18,19,2022-01-01 23:48:01+00:00,"Went to Clark w my 2 younger cousins (both minor) and they were surprised to see there are so many open spaces. “Ate ang ganda dito ang daming park. We could play football/ frisbee”

I feel sorry for both of them. Dalawang taon na silang kulong. https://t.co/U3v13cyIsR",went to clark w my 2 younger cousins both minor and they were surprised to see there are so many open spaces ate ang ganda dito ang daming park we could play football frisbee i feel sorry for both of them dalawang taon na silang kulong
19,20,2022-01-01 23:47:50+00:00,Rest well Lolo😢😭,rest well lolo
20,21,2022-01-01 23:47:15+00:00,2022 🙏🏽🙏🏽🙏🏽 @ ABS-CBN Broadcasting Center https://t.co/twCKxK5wM1,2022 abs cbn broadcasting center
21,22,2022-01-01 23:46:22+00:00,Good morning Universe. 🖤,good morning universe
22,23,2022-01-01 23:45:25+00:00,Wo cao! :) @ Barangay Batasan Hills https://t.co/o7fHFqgmlI,wo cao barangay batasan hills
23,24,2022-01-01 23:44:13+00:00,2 0 2 1  R E C A P  ✨ https://t.co/JyM1Mns0Qo,2 0 2 1 r e c a p
24,25,2022-01-01 23:44:02+00:00,Just posted a photo @ East Rembo https://t.co/79eMicJ523,just posted a photo east rembo
25,26,2022-01-01 23:43:26+00:00,🙌🏼 https://t.co/MmoDLRcDox,
26,27,2022-01-01 23:43:21+00:00,@simp4samly_ @sirwil75 @s1OPBB @s10PBB Tama yan. Pakisabi kay sassy. Basahin niya mga tweet ko. Dami ko reply sa tweet niya .,tama yan pakisabi kay sassy basahin niya mga tweet ko dami ko reply sa tweet niya
27,28,2022-01-01 23:43:09+00:00,"Taena, magmano tayong lahat kay Angel!",taena magmano tayong lahat kay angel
28,29,2022-01-01 23:42:34+00:00,Tunog Jollibee ad daw yung kanta ng GOT how to unhear bwiset.,tunog jollibee ad daw yung kanta ng got how to unhear bwiset
29,30,2022-01-01 23:41:17+00:00,@isKimPee Hindi rin naman ako napatawa ni Anji. Charice!,hindi rin naman ako napatawa ni anji charice
30,31,2022-01-01 23:40:21+00:00,@iamkenjie888 Bawal daw may ice hahaha,bawal daw may ice hahaha
31,32,2022-01-01 23:39:34+00:00,tuyo muna for bfast. Thank u Ma’am Daisy hahahaha 😋,tuyo muna for bfast thank u maam daisy hahahaha
32,33,2022-01-01 23:39:01+00:00,"2022 goals~
 🔹 Healthy lifestyle
🔹Healthy mind
🔹Healthy relationship",2022 goals healthy lifestyle healthy mind healthy relationship
33,34,2022-01-01 23:38:49+00:00,@Glennfeb28 @_princessu1 😟😟😟,
34,35,2022-01-01 23:38:38+00:00,Buenos dias,buenos dias
35,36,2022-01-01 23:37:18+00:00,https://t.co/mh2nblka80,
36,37,2022-01-01 23:37:06+00:00,https://t.co/2bcjJOTHeg,
37,38,2022-01-01 23:37:01+00:00,Nightyyyy 💤,nightyyyy
38,39,2022-01-01 23:36:55+00:00,sinusulit yung walang pasok na mag kasama,sinusulit yung walang pasok na mag kasama
39,40,2022-01-01 23:36:43+00:00,social media detox,social media detox
40,41,2022-01-01 23:36:20+00:00,"Manifesting this 2022: a new career/job that I love, more friends, sexier body and more travels (international na sana)! 🤩✨⭐️",manifesting this 2022 a new careerjob that i love more friends sexier body and more travels international na sana
41,42,2022-01-01 23:36:04+00:00,https://t.co/Cbp584YAwH,
42,43,2022-01-01 23:36:03+00:00,tanghali na kami gumising palagi hahahahaha,tanghali na kami gumising palagi hahahahaha
43,44,2022-01-01 23:35:36+00:00,https://t.co/e29Z7xG7YV,
44,45,2022-01-01 23:35:00+00:00,Nakakahilo amoy ng lechon 😔,nakakahilo amoy ng lechon
45,46,2022-01-01 23:34:45+00:00,Back to normal. Lols,back to normal lols
46,47,2022-01-01 23:34:44+00:00,🤕,
47,48,2022-01-01 23:34:32+00:00,Work na agad.,work na agad
48,49,2022-01-01 23:34:25+00:00,ang tagal naman mag bukas neto. Gusto ko i-spoil yung favorite person ko. 😅 https://t.co/16U9gM3VrE,ang tagal naman mag bukas neto gusto ko i spoil yung favorite person ko
49,50,2022-01-01 23:34:24+00:00,@jangmije @xMikeVAL Wtf,wtf
50,51,2022-01-01 23:34:09+00:00,https://t.co/CYYJUNs7TQ,
51,52,2022-01-01 23:33:33+00:00,@USAShibaInu https://t.co/qJZgB63sQo,
52,53,2022-01-01 23:33:23+00:00,julia b pasok!!! HAHAHAHAHAHAA https://t.co/cqQUDLAlca,julia b pasok hahahahahahaa
53,54,2022-01-01 23:33:03+00:00,Happy sunday ❤️,happy sunday
54,55,2022-01-01 23:32:54+00:00,Sakit likod ko depunggal 😞,sakit likod ko depunggal
55,56,2022-01-01 23:32:53+00:00,@lighthoney1610 @annejjangki #BornAgain has been 1 of my fave drama. Good to know about their chemistry,has been 1 of my fave drama good to know about their chemistry
56,57,2022-01-01 23:32:47+00:00,"Umagang umaga. Hays. Isayaw nalang natin 'to. Lol

https://t.co/EF9NpuQqhD",umagang umaga hays isayaw nalang natin to lol
57,58,2022-01-01 23:32:01+00:00,efas na efas ako pag ganto,efas na efas ako pag ganto
58,59,2022-01-01 23:31:34+00:00,sarap ng yakap,sarap ng yakap
59,60,2022-01-01 23:30:50+00:00,Wag muna mag ecq. Mag subic pa kami eh haha,wag muna mag ecq mag subic pa kami eh haha
60,61,2022-01-01 23:30:43+00:00,Wish ko ngayong 2022. Magkaroon na ako ng Million sa bangko.,wish ko ngayong 2022 magkaroon na ako ng million sa bangko
61,62,2022-01-01 23:30:10+00:00,@omeromano brugada siete,brugada siete
62,63,2022-01-01 23:29:26+00:00,Happy 2022. Ang lungkot. Nakakaiyak.,happy 2022 ang lungkot nakakaiyak
63,64,2022-01-01 23:29:24+00:00,Kalma lang sa #DoctorWho spoilers mga mhie ahaha 🥲🥲🥲,kalma lang sa spoilers mga mhie ahaha
64,65,2022-01-01 23:28:56+00:00,Ang swerte ng 2022 nagkasakit pa nga ! 😞,ang swerte ng 2022 nagkasakit pa nga
65,66,2022-01-01 23:28:27+00:00,umagang kay ganda,umagang kay ganda
66,67,2022-01-01 23:27:50+00:00,Swerte ko kay Danna 🥺,swerte ko kay danna
67,68,2022-01-01 23:27:38+00:00,"Trust in the Lord always, no matter what the situation may be or how hard it gets. Trust in Jesus. God bless you all. 🙏❤️ https://t.co/TkH8wiS3Ph",trust in the lord always no matter what the situation may be or how hard it gets trust in jesus god bless you all
68,69,2022-01-01 23:26:03+00:00,Burahin ko talaga lahat 😂😂😂,burahin ko talaga lahat
69,70,2022-01-01 23:24:03+00:00,Happy sunday to all,happy sunday to all
70,71,2022-01-01 23:24:01+00:00,"And there goes the last of the GOLDEN GIRLS.

Rest in Peace Miss  Betty White😔🙏 https://t.co/JsoAd3rPEJ",and there goes the last of the golden girls rest in peace miss betty white
71,72,2022-01-01 23:23:54+00:00,Godblesss 😇,godblesss
72,73,2022-01-01 23:23:52+00:00,Matagal tagal na din akong walang seryosong karelasyon kaya please ibigay niyo na siya sakin' HAHAHA!,matagal tagal na din akong walang seryosong karelasyon kaya please ibigay niyo na siya sakin hahaha
73,74,2022-01-01 23:23:43+00:00,Laundry dayy,laundry dayy
74,75,2022-01-01 23:23:37+00:00,Goodmorning ♥️,goodmorning
75,76,2022-01-01 23:23:35+00:00,"0710
空港に着いた。
中に入る荷物検査で酒を疑われて、「エンペラドールとアルフォンソ！I love it!」って言ったら担当が少しニッコリした気がする（笑）",0710 i love it
76,77,2022-01-01 23:23:19+00:00,"Jowa lang po ngayong 2022 please! 🥺
LOL",jowa lang po ngayong 2022 please lol
77,78,2022-01-01 23:23:12+00:00,"Oh Allāh, I ask You for forgiveness and well-being in this world and in the Hereafter.♥️ @ Brookside Hills Oval Park https://t.co/agtfrVATF3",oh allāh i ask you for forgiveness and well being in this world and in the hereafter brookside hills oval park
78,79,2022-01-01 23:23:01+00:00,"Happy New Year! 🎆🎆🎆
Cheers! 🍷🍾 https://t.co/7ZyY87k1I2",happy new year cheers
79,80,2022-01-01 23:22:33+00:00,@thomaglia https://t.co/LCS6Xv8C9j,
80,81,2022-01-01 23:22:19+00:00,Having trouble maintain a daily routine.,having trouble maintain a daily routine
81,82,2022-01-01 23:21:51+00:00,"Thy will be done my Lord. 
#day2of2022 https://t.co/2xAOfTpJun",thy will be done my lord
82,83,2022-01-01 23:21:49+00:00,cainta na ulit haha,cainta na ulit haha
83,84,2022-01-01 23:21:29+00:00,At may bagong process na naman na itratrain ka . 🤣🤣🤣,at may bagong process na naman na itratrain ka
84,85,2022-01-01 23:21:26+00:00,Tama na siguro to hahaha,tama na siguro to hahaha
85,86,2022-01-01 23:21:24+00:00,Gusto ata talaga ng record sa baranggay. Lol,gusto ata talaga ng record sa baranggay lol
86,87,2022-01-01 23:21:12+00:00,"Life isnt about finding yourself, its about discovering who GOD created you to be❣

My purpose to do so😍

#lifequotes2022 @ Pasig https://t.co/K1d7pIQ8nQ",life isnt about finding yourself its about discovering who god created you to be my purpose to do so pasig
87,88,2022-01-01 23:19:33+00:00,"Sad that Betty White has died. The last of tge Golden Girls😢

@Netflix_PH  @netflix  how about showing Golden Girls on netflix. Please😔🙏",sad that betty white has died the last of tge golden girls how about showing golden girls on netflix please
88,89,2022-01-01 23:18:50+00:00,wag sana lagnatin😪,wag sana lagnatin
89,90,2022-01-01 23:18:39+00:00,"2022 na. Hindi pa rin maintindihan ng kapitbahay namin na ang problema eh yung pagpapatugtog nila ng malakas umagang umaga. 6am this time. 🙃

Di ko alam kung music ba talaga gusto niya, o ingay? Masakit ba sa tenga ang katahimikan? At huni ng ibon? Lol",2022 na hindi pa rin maintindihan ng kapitbahay namin na ang problema eh yung pagpapatugtog nila ng malakas umagang umaga 6am this time di ko alam kung music ba talaga gusto niya o ingay masakit ba sa tenga ang katahimikan at huni ng ibon lol
90,91,2022-01-01 23:18:35+00:00,"@rsnndvllr Bebe kapag kailngan mo kasama, andto lang ako HAHAHAHAHAHHA! Shuta saraaap nyan",bebe kapag kailngan mo kasama andto lang ako hahahahahahha shuta saraaap nyan
91,92,2022-01-01 23:18:21+00:00,ang bigat ng ulo ko,ang bigat ng ulo ko
92,93,2022-01-01 23:18:00+00:00,bigla sumama pakiramdam ko😭,bigla sumama pakiramdam ko
93,94,2022-01-01 23:17:10+00:00,"Morning.. masakit pa rin Ang puso ko. Imissyou Samantha Bernardo

YouAreLoved Samantha",morning masakit pa rin ang puso ko imissyou samantha bernardo youareloved samantha
94,95,2022-01-01 23:17:06+00:00,"2nd time ko na umorder ng food thru bookings, im so proud of myself🥲",2nd time ko na umorder ng food thru bookings im so proud of myself
95,96,2022-01-01 23:17:05+00:00,Ang kati ng katawan ko pagkatapos uminom ng the bar. Shuta ang hirap matulog ng maayos,ang kati ng katawan ko pagkatapos uminom ng the bar shuta ang hirap matulog ng maayos
96,97,2022-01-01 23:16:34+00:00,same? 😅😂 https://t.co/Yceeq4CvJ6,same
97,98,2022-01-01 23:13:40+00:00,@fragileandhuman I want 🥺🥺🥺,i want
98,99,2022-01-01 23:13:21+00:00,"""Salamat po Ama!
Muli Mo pong ibinangon sa karamdaman ❤️

- Unang Pagsamba sa taong 2022 @ Iglesia Ni Cristo Pandacan Locale https://t.co/jsCaH9vG0A",salamat po ama muli mo pong ibinangon sa karamdaman unang pagsamba sa taong 2022 iglesia ni cristo pandacan locale
99,100,2022-01-01 23:12:51+00:00,#NewProfilePic https://t.co/PRNc7Ul1QP,
0,101,2022-01-02 23:59:59+00:00,@zerooclock000 I know like come on do it yourself 🤨,i know like come on do it yourself
1,102,2022-01-02 23:59:37+00:00,Sipon na nga. Huhu,sipon na nga huhu
2,103,2022-01-02 23:59:03+00:00,Let's see if meal plan will work 😬,lets see if meal plan will work
3,104,2022-01-02 23:59:00+00:00,gago andaming gagawin 😂,gago andaming gagawin
4,105,2022-01-02 23:58:59+00:00,@Amy_C_N I know man is having the time of his life over on that app. I love it he seems to be enjoying it. Now i kinda want that to happen but i kinda don’t?😭 cause up to this day i can’t believe this was not an edit.🤤🤤🤤 https://t.co/qDMjz3BZ5w,i know man is having the time of his life over on that app i love it he seems to be enjoying it now i kinda want that to happen but i kinda dont cause up to this day i cant believe this was not an edit
5,106,2022-01-02 23:58:56+00:00,"#HolidayHangover yung paksiw na Lechon niyo after new year, Sinigang na Lechon na ngayon. #TheMorningRush",yung paksiw na lechon niyo after new year sinigang na lechon na ngayon
6,107,2022-01-02 23:58:55+00:00,Masarap naman pala talaga... https://t.co/QrwImhX1sY,masarap naman pala talaga
7,108,2022-01-02 23:58:06+00:00,Good morning Twitter Friends!❤️,good morning twitter friends
8,109,2022-01-02 23:57:56+00:00,GAGOOOO AKALA KO NAG DROP YUNG ENGAGEMENT NG CAMPAIGN PAGE NAMIN 😭💖 HUHU GOODMORNING!!,gagoooo akala ko nag drop yung engagement ng campaign page namin huhu goodmorning
9,110,2022-01-02 23:57:53+00:00,I noticed a pattern so I made a choice.,i noticed a pattern so i made a choice
10,111,2022-01-02 23:57:49+00:00,"First day of work for 2022.
Work from home. Hay Covid umalis ka na sa mundo.",first day of work for 2022 work from home hay covid umalis ka na sa mundo
11,112,2022-01-02 23:57:27+00:00,@jaysarthou Good morning 🌄☕ tukayo,good morning tukayo
12,113,2022-01-02 23:56:46+00:00,Diet starts now.... Water therapy na ulit 🤔😊,diet starts now water therapy na ulit
13,114,2022-01-02 23:56:31+00:00,"Dinner date with #TeamSB 💜

#LifeWithLhyzie @ Peri-Peri Charcoal Chicken and Sauce Bar Banawe QC https://t.co/DUU3IrhVfu",dinner date with peri peri charcoal chicken and sauce bar banawe qc
14,115,2022-01-02 23:56:23+00:00,"Fave 😋 

#LifeWithLhyzie @ Peri-Peri Charcoal Chicken and Sauce Bar Banawe QC https://t.co/PK6cBUpeRn",fave peri peri charcoal chicken and sauce bar banawe qc
15,116,2022-01-02 23:56:22+00:00,"Unable to sych their numbers, it’s a strong argument why these poseurs can’t be believable &amp; are unreliable famewhores leveraging their supposedly hi-fallutin titles to influence both people’s fear of the pandemic &amp; their choices for the coming electoral exercises. https://t.co/C7uXuZrVOS",unable to sych their numbers its a strong argument why these poseurs cant be believable and are unreliable famewhores leveraging their supposedly hi fallutin titles to influence both peoples fear of the pandemic and their choices for the coming electoral exercises
16,117,2022-01-02 23:56:03+00:00,"Just posted a photo @ Shangri-La The Fort, Manila https://t.co/EiHh6Z8IpZ",just posted a photo shangri la the fort manila
17,118,2022-01-02 23:56:02+00:00,"I've been praying three days straight that the Lord won't wake me up again.

I'm awfully tired. Ewan ko ba. :""((",ive been praying three days straight that the lord wont wake me up again im awfully tired ewan ko ba
18,119,2022-01-02 23:55:35+00:00,Ngayon pa ako nilagnat...,ngayon pa ako nilagnat
19,120,2022-01-02 23:54:35+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD Make sense kasi yun sinasabi totoo. https://t.co/BK3iEzIgbc,make sense kasi yun sinasabi totoo
20,121,2022-01-02 23:54:23+00:00,Nakakalukot yung ganong oras ng play hahaaha pero keshi! Title naman haha,nakakalukot yung ganong oras ng play hahaaha pero keshi title naman haha
21,122,2022-01-02 23:54:07+00:00,Aliw ako kay jape! Tang inisssss hahaahahah,aliw ako kay jape tang inisssss hahaahahah
22,123,2022-01-02 23:54:04+00:00,"@jshnplyxoxo Hoy nandito ka na ba, bakla?",hoy nandito ka na ba bakla
23,124,2022-01-02 23:53:52+00:00,"I think putting in my old 2 seater couch fits in my office, don’t you think? @ GNN Global News Network Makati https://t.co/vJkPTnni68",i think putting in my old 2 seater couch fits in my office dont you think gnn global news network makati
24,125,2022-01-02 23:53:46+00:00,"@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD Kaya manahimik ka na dahil na ng mga tao ang katotohanan na magaling mamahala ang Marcos.
Panira lang kayo tulad ni Kris Aquino walang alam gawin kung hindi mang hiram ang alahas ni Imelda Marcos tapos wala ng solian dahil binenta nya at pina shopping sa Asia https://t.co/nyWB30wzxW",kaya manahimik ka na dahil na ng mga tao ang katotohanan na magaling mamahala ang marcos panira lang kayo tulad ni kris aquino walang alam gawin kung hindi mang hiram ang alahas ni imelda marcos tapos wala ng solian dahil binenta nya at pina shopping sa asia
25,126,2022-01-02 23:53:38+00:00,@chinitaqueenx So bale wala na maaga ka papasok? Haha what time ba nag start hahah,so bale wala na maaga ka papasok haha what time ba nag start hahah
26,127,2022-01-02 23:53:25+00:00,I’ve been up to date with the other tannies cause they’ve been so active lately but one person i haven’t heard much from is this fella right here. Well i’m sure he is well and enjoying his vacation with his loved ones. I miss you Mimi @BTS_twt 💜💜💜 https://t.co/eJQcreh7c3,ive been up to date with the other tannies cause theyve been so active lately but one person i havent heard much from is this fella right here well im sure he is well and enjoying his vacation with his loved ones i miss you mimi
27,128,2022-01-02 23:53:21+00:00,https://t.co/JH0wiz9NXm,
28,129,2022-01-02 23:53:18+00:00,"We knew Omicron will happen. Even WHO says so. And yet, we loosened restrictions. Now, the battle is about to be fought on the frontlines again. It's a blessing there's a delay in Omicron's spread, but did the govt prepare enough? I don't think so. We shall see. I hope I'm wrong.",we knew omicron will happen even who says so and yet we loosened restrictions now the battle is about to be fought on the frontlines again its a blessing theres a delay in omicrons spread but did the govt prepare enough i dont think so we shall see i hope im wrong
29,130,2022-01-02 23:53:08+00:00,Tho! That’s the point.,tho thats the point
30,131,2022-01-02 23:52:52+00:00,January 2022 COVID-19 Testing Rules Explained for Travel to Each EU/Schengen Country https://t.co/BKQ9BfwJex via @schengen_info,january 2022 covid 19 testing rules explained for travel to each euschengen country via
31,132,2022-01-02 23:52:45+00:00,@thecreativemaki Second pic is a mood.,second pic is a mood
32,133,2022-01-02 23:52:37+00:00,"Just posted a photo @ Manila, Philippines https://t.co/30BSrM3MPI",just posted a photo manila philippines
33,134,2022-01-02 23:52:34+00:00,@whatsup_geo Yawa yung about sa author! HAHAHAHA,yawa yung about sa author hahahaha
34,135,2022-01-02 23:52:27+00:00,Mag iipon nako ngayong 2022,mag iipon nako ngayong 2022
35,136,2022-01-02 23:52:19+00:00,Adam naman kasi bakit ka nagwawLa. Di na namen alam uunahin sayo 🙄,adam naman kasi bakit ka nagwawla di na namen alam uunahin sayo
36,137,2022-01-02 23:52:11+00:00,iloveyou beb❤️🥰 https://t.co/oJJCstApzf,iloveyou beb
37,138,2022-01-02 23:52:08+00:00,"I’ve seen more people get rich from digital coins, NFTs and tweeting, than I have working a 9-5.",ive seen more people get rich from digital coins nfts and tweeting than i have working a 9 5
38,139,2022-01-02 23:52:04+00:00,First Monday of the year. Let’s do this. 😊 #Kaya2sa2022,first monday of the year lets do this
39,140,2022-01-02 23:51:59+00:00,Nalaglag yung 500 ko kagabe. Sinabi ko kay Mommy. Wag ko na daw isipin yon pero eto ako parang ulol na isip ng isip.,nalaglag yung 500 ko kagabe sinabi ko kay mommy wag ko na daw isipin yon pero eto ako parang ulol na isip ng isip
40,141,2022-01-02 23:51:50+00:00,@sweetuh88 Ay...👀,ay
41,142,2022-01-02 23:51:41+00:00,Yung “what? Why? Why?” Na nga linya mo pero napressure ka pa rin kay #dubkingjules ahahahha! #tiktok #blooppers https://t.co/e9PYmdEJwr,yung what why why na nga linya mo pero napressure ka pa rin kay ahahahha
42,143,2022-01-02 23:51:19+00:00,Dapat pa hindi muna pinopost.,dapat pa hindi muna pinopost
43,144,2022-01-02 23:51:18+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects https://t.co/MlZNL604bY,bbm projects
44,145,2022-01-02 23:50:52+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects https://t.co/km6THMjIJJ,bbm projects
45,146,2022-01-02 23:50:48+00:00,https://t.co/A2mRbjz1CY,
46,147,2022-01-02 23:50:43+00:00,Balik faceshield na ba?,balik faceshield na ba
47,148,2022-01-02 23:50:41+00:00,empie pa be hahahaha,empie pa be hahahaha
48,149,2022-01-02 23:50:32+00:00,"@subscribblcall Autumn: I am calling for the taxi, they will be back for a few seconds. *calls*",autumn i am calling for the taxi they will be back for a few seconds calls
49,150,2022-01-02 23:50:29+00:00,suka ng suka si json dito sa bahay hahahaha,suka ng suka si json dito sa bahay hahahaha
50,151,2022-01-02 23:50:03+00:00,nakauwi den,nakauwi den
51,152,2022-01-02 23:49:41+00:00,"Yes, we did flatten the curve, but it was also only a matter of time before a spike happens. Holiday season and loosening restrictions for the sake of Christmas spirit ain't it. It wasn't a matter of ""if"", but ""when"". Stay safe, peeps. Omicron's here. Mask up and wash your hands!",yes we did flatten the curve but it was also only a matter of time before a spike happens holiday season and loosening restrictions for the sake of christmas spirit aint it it wasnt a matter of if but when stay safe peeps omicrons here mask up and wash your hands
52,153,2022-01-02 23:49:36+00:00,@TerryTheBuneary I choose rowlet,i choose rowlet
53,154,2022-01-02 23:49:29+00:00,Sobrang palad ko sa mga kawork ko ngayon sana wag mag lockdown bukod sa mahirap maghanap ng trabaho ayaw ko mawala yung mga bagong taong nakilala ko,sobrang palad ko sa mga kawork ko ngayon sana wag mag lockdown bukod sa mahirap maghanap ng trabaho ayaw ko mawala yung mga bagong taong nakilala ko
54,155,2022-01-02 23:49:15+00:00,Sure na ged? Monday na? HAHAAHA,sure na ged monday na hahaaha
55,156,2022-01-02 23:49:06+00:00,"Happy birthday my Queen😘💕
Iloveyou so much

#JISOOBIRTHDAY 
#BLACKPINK 
#YGFAMILY 
#BLINKs https://t.co/Ko8FCgN1Hl",happy birthday my queen iloveyou so much
56,157,2022-01-02 23:49:06+00:00,ito ang monday na pinaka nakakatamad,ito ang monday na pinaka nakakatamad
57,158,2022-01-02 23:48:51+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects and bills passed https://t.co/dQacHJOFkx,bbm projects and bills passed
58,159,2022-01-02 23:48:34+00:00,@sophialuarca1 Wow flexingggg,wow flexingggg
59,160,2022-01-02 23:48:21+00:00,@godofmyownworld Law of universal attraction!! Couple it with actions! Boom! Claim it kabsat! 🤙🏾,law of universal attraction couple it with actions boom claim it kabsat
60,161,2022-01-02 23:48:18+00:00,Bakit Monday na? 😭,bakit monday na
61,162,2022-01-02 23:48:04+00:00,There will never be another Queen. More than enough na Yun meron tau ngayon. Masaya nako don. May wildcard man o Wala. SamBer has proven her worth na. Let's protect Samantha from the people who keeps on questioning her. She's too nice and totoong tao. She doesn't deserve the bash,there will never be another queen more than enough na yun meron tau ngayon masaya nako don may wildcard man o wala samber has proven her worth na lets protect samantha from the people who keeps on questioning her shes too nice and totoong tao she doesnt deserve the bash
62,163,2022-01-02 23:47:55+00:00,@IanGalliguez Gandaaaah!,gandaaaah
63,164,2022-01-02 23:47:02+00:00,😭😭 https://t.co/Z9pnd4G9P5,
64,165,2022-01-02 23:46:58+00:00,"Woke up starving. Jabee na lang for today muna.😋🍴

Good morning Alterverse!🏳️‍🌈💪",woke up starving jabee na lang for today muna good morning alterverse
65,166,2022-01-02 23:46:41+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects and bills passed https://t.co/MXfmzSy85H,bbm projects and bills passed
66,167,2022-01-02 23:46:31+00:00,@phuwintang 😭😭😭,
67,168,2022-01-02 23:45:32+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects and bills passed https://t.co/3oxoL2hwAF,bbm projects and bills passed
68,169,2022-01-02 23:45:31+00:00,01.03.22 📸 #random @ Pasig https://t.co/tXlvmeEHws,01 03 22 pasig
69,170,2022-01-02 23:45:29+00:00,Awit hinde na masarap yung pares dito samin;(,awit hinde na masarap yung pares dito samin
70,171,2022-01-02 23:45:14+00:00,I hate adulting.,i hate adulting
71,172,2022-01-02 23:45:04+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects and bills passed https://t.co/L3Q00Rrspy,bbm projects and bills passed
72,173,2022-01-02 23:45:02+00:00,#Carpool #Taguig -&gt; #Manila #HartmannCrewPhilippines rideshare https://t.co/5jBPn9KPOE,gt rideshare
73,174,2022-01-02 23:44:29+00:00,@ella_sampang Dont we all? HAHAHA stay safe!,dont we all hahaha stay safe
74,175,2022-01-02 23:44:27+00:00,@YourHotGuy2 @masebud2 @twentyfifthshin @ianv2000 @MyleneRegodon @KrisAquinoWORLD BBM projects and bills passed https://t.co/bXKj9snICC,bbm projects and bills passed
75,176,2022-01-02 23:44:20+00:00,Más radikal talaga ang magmahal. 💗 https://t.co/BcLvqrLoKa,más radikal talaga ang magmahal
